Search terms
All time
Search term,Search terms match type,Added/Excluded,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate
αχεροντασ βολτα με αλογα,Broad match,None,10,13,76.92%,EUR,0.19,1.93,90.91%,100.00%,0.00,0,0,0.00%
αχεροντασ βολτα με αλογα,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχεροντασ βολτα με βαρκα,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
αχεροντασ διαδρομη,Broad match,None,3,25,12.00%,EUR,0.20,0.60,17.39%,21.74%,0.00,0,0,0.00%
αχεροντασ δραστηριοτητεσ,Phrase match,None,1,1,100.00%,EUR,0.20,0.20,100.00%,100.00%,0.00,0,0,0.00%
αχεροντασ δραστηριοτητεσ,Broad match,None,325,690,47.10%,EUR,0.18,59.72,83.14%,84.88%,0.00,0,0,0.00%
αχεροντασ δραστηριοτητεσ,Exact match (close variant),None,11,23,47.83%,EUR,0.47,5.22,78.26%,82.61%,0.00,0,0,0.00%
αχέροντασ δραστηριότητεσ,Exact match,Added,175,455,38.46%,EUR,0.25,43.10,78.37%,83.89%,0.00,0,0,0.00%
αχεροντασ δραστηριοτητεσ τιμεσ,Broad match,None,15,33,45.45%,EUR,0.18,2.65,75.76%,87.88%,0.00,0,0,0.00%
αχεροντασ δραστηριοτητεσ τιμεσ,Phrase match (close variant),None,0,3,0.00%,EUR,0,0.00,0.00%,66.67%,0.00,0,0,0
αχεροντασ εκδρομη,Broad match,None,7,27,25.93%,EUR,0.20,1.40,48.15%,62.96%,0.00,0,0,0.00%
αχεροντασ ιππασια,Broad match,None,49,99,49.49%,EUR,0.22,10.82,81.01%,88.61%,0.00,0,0,0.00%
αχεροντασ ιππασια,Phrase match (close variant),None,1,1,100.00%,EUR,0.19,0.19,100.00%,100.00%,0.00,0,0,0.00%
αχεροντασ ιστορια,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχεροντασ καγιακ,Exact match,Added,6,56,10.71%,EUR,0.20,1.18,64.44%,91.11%,0.00,0,0,0.00%
αχεροντασ κανο,Broad match,None,12,26,46.15%,EUR,0.18,2.20,95.24%,95.24%,0.00,0,0,0.00%
αχεροντασ με παιδια,Broad match,None,0,28,0.00%,EUR,0,0.00,21.43%,25.00%,0.00,0,0,0
αχεροντασ μονοπατια,Phrase match (close variant),None,2,11,18.18%,EUR,0.20,0.40,63.64%,63.64%,0.00,0,0,0.00%
αχεροντασ μυθολογια,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχεροντασ μυθοσ,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
αχεροντασ πεζοπορια,Exact match,Added,27,94,28.72%,EUR,0.19,5.00,74.73%,75.82%,0.00,0,0,0.00%
αχεροντασ περπατημα,Broad match,None,0,4,0.00%,EUR,0,0.00,75.00%,75.00%,0.00,0,0,0
αχεροντασ περπατημα,Phrase match (close variant),None,2,9,22.22%,EUR,0.20,0.40,55.56%,55.56%,0.00,0,0,0.00%
αχέροντασ πηγεσ,Broad match,None,5,15,33.33%,EUR,0.16,0.79,66.67%,100.00%,0.00,0,0,0.00%
αχέροντασ πηγέσ,Broad match,None,0,9,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
αχεροντασ ποταμοσ,Broad match,None,39,289,13.49%,EUR,0.21,8.19,30.21%,64.26%,0.00,0,0,0.00%
αχεροντασ ποταμόσ,Broad match,None,0,4,0.00%,EUR,0,0.00,33.33%,66.67%,0.00,0,0,0
αχέροντασ ποταμοσ,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχέροντασ ποταμόσ,Broad match,None,59,438,13.47%,EUR,0.19,11.41,38.22%,78.34%,0.00,0,0,0.00%
αχεροντασ ποταμοσ δραστηριοτητεσ,Phrase match,None,0,2,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
αχεροντασ ποταμοσ δραστηριοτητεσ,Broad match,None,0,2,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
αχεροντασ ποταμοσ δραστηριοτητεσ,Broad match,None,6,9,66.67%,EUR,0.19,1.14,77.78%,77.78%,0.00,0,0,0.00%
αχεροντασ ποταμοσ δραστηριοτητεσ,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχεροντασ ποταμοσ δραστηριοτητεσ,Phrase match (close variant),None,4,6,66.67%,EUR,0.19,0.76,50.00%,83.33%,0.00,0,0,0.00%
αχεροντασ ποταμοσ δραστηριοτητεσ τιμεσ,Phrase match,None,2,4,50.00%,EUR,0.20,0.40,100.00%,100.00%,0.00,0,0,0.00%
αχεροντασ ποταμοσ δραστηριοτητεσ τιμεσ,Broad match,None,7,19,36.84%,EUR,0.20,1.37,68.42%,68.42%,0.00,0,0,0.00%
αχεροντασ ποταμοσ δραστηριοτητεσ τιμεσ,Phrase match (close variant),None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχεροντασ ποταμοσ δραστηριοτητεσ τιμεσ,Phrase match (close variant),None,24,36,66.67%,EUR,0.19,4.61,83.33%,88.89%,0.00,0,0,0.00%
αχεροντασ ποταμοσ εκδρομη,Broad match,None,5,10,50.00%,EUR,0.20,1.00,70.00%,90.00%,0.00,0,0,0.00%
αχεροντασ ποταμοσ ραφτινγκ,Broad match,None,2,1,200.00%,EUR,0.19,0.38,100.00%,100.00%,0.00,0,0,0.00%
αχεροντασ ποταμοσ ραφτινγκ,Phrase match (close variant),None,3,20,15.00%,EUR,0.20,0.60,73.68%,78.95%,0.00,0,0,0.00%
αχεροντασ ποταμοσ χαρτησ,Broad match,None,1,4,25.00%,EUR,0.10,0.10,0.00%,0.00%,0.00,0,0,0.00%
αχεροντασ που ειναι,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχεροντασ πωσ παω,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχεροντασ ραφτινγκ,Broad match,None,14,57,24.56%,EUR,0.21,2.89,63.16%,80.70%,0.00,0,0,0.00%
αχεροντασ ραφτινγκ,Phrase match (close variant),None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχεροντασ ραφτινγκ,Phrase match (close variant),None,26,98,26.53%,EUR,0.20,5.07,66.33%,88.78%,0.00,0,0,0.00%
αχεροντασ ραφτινγκ τιμεσ,Broad match,None,4,14,28.57%,EUR,0.43,1.72,76.92%,84.62%,0.00,0,0,0.00%
αχεροντασ ραφτινγκ τιμεσ,Phrase match (close variant),None,5,19,26.32%,EUR,0.20,0.99,94.74%,94.74%,0.00,0,0,0.00%
αχεροντασ τι να κανω,Broad match,None,0,4,0.00%,EUR,0,0.00,25.00%,25.00%,0.00,0,0,0
αχεροντασ φωτογραφιεσ,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχεροντασ χαρτησ,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
αχέροντασ χάρτησ,Broad match,None,0,3,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχερων καγιακ,Phrase match (close variant),None,0,4,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχερωντα,Broad match,None,0,3,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
αχερωντασ πηγεσ,Broad match,None,3,9,33.33%,EUR,0.15,0.45,50.00%,50.00%,0.00,0,0,0.00%
βαρκάδα στον αχέροντα,Phrase match (close variant),None,0,3,0.00%,EUR,0,0.00,66.67%,66.67%,0.00,0,0,0
βαρκαδα στον αχεροντα τιμη,Broad match,None,16,187,8.56%,EUR,0.20,3.12,25.67%,26.20%,0.00,0,0,0.00%
βολτα με αλογα στον αχεροντα,Broad match,None,6,15,40.00%,EUR,0.18,1.10,73.33%,73.33%,0.00,0,0,0.00%
βολτα με αλογα στον αχεροντα,Phrase match (close variant),None,5,5,100.00%,EUR,0.20,0.98,80.00%,80.00%,0.00,0,0,0.00%
βολτα στον αχεροντα,Broad match,None,5,36,13.89%,EUR,0.16,0.79,61.11%,61.11%,0.00,0,0,0.00%
γλυκη θεσπρωτιασ δραστηριοτητεσ,Broad match,None,13,22,59.09%,EUR,0.19,2.49,72.73%,72.73%,0.00,0,0,0.00%
γλυκη πηγεσ αχεροντα,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
διαδρομη αχεροντα,Broad match,None,0,4,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
διακοπεσ στον αχεροντα,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
διασχιση αχεροντα,Broad match,None,0,11,0.00%,EUR,0,0.00,30.00%,30.00%,0.00,0,0,0
δραστηριοτητεσ αχεροντασ,Phrase match,None,0,2,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
δραστηριοτητεσ αχεροντασ,Broad match,None,33,77,42.86%,EUR,0.19,6.39,79.22%,85.71%,0.00,0,0,0.00%
δραστηριοτητεσ πηγεσ αχεροντα,Exact match,Added,16,45,35.56%,EUR,0.17,2.74,91.67%,91.67%,0.00,0,0,0.00%
δραστηριοτητεσ στον αχεροντα,Exact match,Added,42,93,45.16%,EUR,0.20,8.50,91.40%,91.40%,0.00,0,0,0.00%
δραστηριοτητεσ στον ποταμο αχεροντα,Exact match,Added,12,25,48.00%,EUR,0.17,2.01,84.00%,92.00%,0.00,0,0,0.00%
δραστηριοτητεσ στον ποταμο αχεροντα,Broad match,Added,2,4,50.00%,EUR,0.20,0.40,75.00%,100.00%,0.00,0,0,0.00%
δραστηριοτητεσ στον ποταμο αχεροντα,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
εκβολεσ αχεροντα,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
εκβολεσ αχεροντα δραστηριοτητεσ,Broad match,None,0,6,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
εκβολεσ αχεροντα δραστηριοτητεσ,Phrase match (close variant),None,2,4,50.00%,EUR,0.15,0.30,75.00%,75.00%,0.00,0,0,0.00%
εκδρομεσ στον αχεροντα,Broad match,None,1,7,14.29%,EUR,0.20,0.20,57.14%,71.43%,0.00,0,0,0.00%
εκδρομη αχεροντασ,Broad match,None,6,22,27.27%,EUR,0.20,1.18,18.18%,72.73%,0.00,0,0,0.00%
εκδρομή πηγέσ αχέροντα,Broad match,None,1,3,33.33%,EUR,0.20,0.20,66.67%,66.67%,0.00,0,0,0.00%
εκδρομη στον αχεροντα,Broad match,None,7,39,17.95%,EUR,0.20,1.39,53.85%,66.67%,0.00,0,0,0.00%
εκδρομή στον αχέροντα,Broad match,None,2,9,22.22%,EUR,0.20,0.40,55.56%,66.67%,0.00,0,0,0.00%
εκδρομη στον ποταμο αχεροντα,Broad match,None,1,2,50.00%,EUR,0.19,0.19,0.00%,0.00%,0.00,0,0,0.00%
θεσσαλονικη πηγεσ αχεροντα,Broad match,None,0,2,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
ιππασια αχεροντασ,Broad match,None,41,108,37.96%,EUR,0.20,8.22,85.53%,92.11%,0.00,0,0,0.00%
ιππασια αχεροντασ τιμη,Broad match,None,39,128,30.47%,EUR,0.21,8.31,71.09%,76.56%,0.00,0,0,0.00%
ιππασια αχεροντασ τιμη,Phrase match (close variant),None,2,5,40.00%,EUR,0.39,0.77,80.00%,80.00%,0.00,0,0,0.00%
ιππασια παργα,Broad match,None,6,19,31.58%,EUR,0.20,1.20,78.57%,85.71%,0.00,0,0,0.00%
ιππασια στον αχεροντα,Exact match,Added,40,87,45.98%,EUR,0.19,7.60,89.23%,93.85%,0.00,0,0,0.00%
ιππασία στον αχέροντα,Broad match,None,7,23,30.43%,EUR,0.20,1.40,63.64%,77.27%,0.00,0,0,0.00%
ιππασία στον αχέροντα,Exact match (close variant),None,2,7,28.57%,EUR,0.18,0.35,85.71%,100.00%,0.00,0,0,0.00%
καγιακ αχεροντασ,Phrase match,None,8,38,21.05%,EUR,0.28,2.21,89.29%,89.29%,0.00,0,0,0.00%
καγιακ αχεροντασ,Broad match,None,6,35,17.14%,EUR,0.20,1.17,84.62%,84.62%,0.00,0,0,0.00%
καγιακ στον αχεροντα,Broad match,None,0,2,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
καγιακ στον αχεροντα,Phrase match (close variant),None,0,3,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
κανο αχεροντασ,Broad match,None,2,21,9.52%,EUR,0.20,0.40,47.06%,52.94%,0.00,0,0,0.00%
κανοε καγιακ αχεροντασ,Phrase match,None,1,2,50.00%,EUR,0.20,0.20,100.00%,100.00%,0.00,0,0,0.00%
καταρρακτεσ αχεροντα,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
κρουαζιερα αχεροντα,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
κρουαζιερα αχεροντα,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
μονοπατι αχεροντα,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
μονοπατι αχεροντα,Phrase match (close variant),None,3,8,37.50%,EUR,0.20,0.60,14.29%,14.29%,0.00,0,0,0.00%
ξενοδοχειο πηγεσ αχεροντα τιμεσ,Broad match,None,0,3,0.00%,EUR,0,0.00,66.67%,66.67%,0.00,0,0,0
οχθεσ αχεροντα,Broad match,None,1,2,50.00%,EUR,0.03,0.03,0,0,0.00,0,0,0.00%
παργα rent a boat,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
παργα αχεροντασ εκδρομη,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
παργα πηγεσ αχεροντα,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
πεζοπορια αχεροντασ,Exact match,Added,16,56,28.57%,EUR,0.19,3.02,72.22%,74.07%,0.00,0,0,0.00%
πεζοπορια στον αχεροντα,Exact match,Added,8,37,21.62%,EUR,0.19,1.53,78.38%,81.08%,0.00,0,0,0.00%
περπατημα στον αχεροντα,Broad match,None,2,5,40.00%,EUR,0.20,0.40,60.00%,60.00%,0.00,0,0,0.00%
περπατημα στον αχεροντα,Phrase match (close variant),None,0,4,0.00%,EUR,0,0.00,25.00%,25.00%,0.00,0,0,0
πηγεσ αχαιροντα,Broad match,None,0,5,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
πηγεσ αχεροντα,Broad match,None,360,"2,839",12.68%,EUR,0.16,57.13,44.50%,74.93%,0.00,0,0,0.00%
πηγεσ αχέροντα,Broad match,None,22,137,16.06%,EUR,0.09,1.94,47.83%,73.91%,0.00,0,0,0.00%
πηγέσ αχεροντα,Broad match,None,1,8,12.50%,EUR,0.20,0.20,33.33%,66.67%,0.00,0,0,0.00%
πηγέσ αχέροντα,Broad match,None,16,101,15.84%,EUR,0.17,2.76,55.17%,82.76%,0.00,0,0,0.00%
πήγεσ αχεροντα,Broad match,None,0,9,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
πήγεσ αχέροντα,Broad match,None,9,34,26.47%,EUR,0.11,0.97,15.38%,61.54%,0.00,0,0,0.00%
πηγεσ αχεροντα camping,Broad match,None,0,2,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
πηγεσ αχεροντα rafting,Exact match,Added,6,30,20.00%,EUR,0.20,1.17,70.00%,75.00%,0.00,0,0,0.00%
πηγεσ αχεροντα rafting,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
πηγεσ αχεροντα αλογα,Broad match,None,6,20,30.00%,EUR,0.19,1.15,77.78%,77.78%,0.00,0,0,0.00%
πηγεσ αχεροντα αλογα,Phrase match (close variant),None,5,9,55.56%,EUR,0.20,0.99,100.00%,100.00%,0.00,0,0,0.00%
πηγεσ αχεροντα βαρκαδα,Broad match,None,1,1,100.00%,EUR,0.20,0.20,100.00%,100.00%,0.00,0,0,0.00%
πηγεσ αχεροντα γλυκη,Broad match,None,1,2,50.00%,EUR,0.20,0.20,50.00%,50.00%,0.00,0,0,0.00%
πηγέσ αχέροντα γλυκή,Broad match,None,0,5,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
πηγεσ αχεροντα διαδρομη,Broad match,None,2,10,20.00%,EUR,0.20,0.40,44.44%,44.44%,0.00,0,0,0.00%
πηγεσ αχεροντα διαδρομη,Phrase match (close variant),None,6,47,12.77%,EUR,0.20,1.20,29.79%,31.91%,0.00,0,0,0.00%
πηγεσ αχεροντα δραστηριοτητεσ,Phrase match,None,2,2,100.00%,EUR,0.20,0.40,100.00%,100.00%,0.00,0,0,0.00%
πηγεσ αχεροντα δραστηριοτητεσ,Broad match,None,500,"1,164",42.96%,EUR,0.20,99.38,85.23%,85.93%,0.00,0,0,0.00%
πηγεσ αχεροντα δραστηριοτητεσ,Phrase match (close variant),None,10,24,41.67%,EUR,1.31,13.08,95.83%,95.83%,0.00,0,0,0.00%
πηγεσ αχέροντα δραστηριότητεσ,Broad match,None,0,6,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
πηγεσ αχεροντα δραστηριοτητεσ τιμεσ,Phrase match (close variant),Added,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
πηγεσ αχεροντα εκδρομη,Broad match,None,2,10,20.00%,EUR,0.20,0.39,70.00%,80.00%,0.00,0,0,0.00%
πηγεσ αχεροντα θερμοκρασια νερου,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
πηγεσ αχεροντα ιππασια,Exact match,Added,30,56,53.57%,EUR,0.15,4.63,96.00%,98.00%,0.00,0,0,0.00%
πηγεσ αχεροντα ιστορια,Broad match,None,0,3,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
πηγεσ αχεροντα καμπινγκ,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,50.00%,0.00,0,0,0
πηγεσ αχεροντα με παιδια,Broad match,None,2,10,20.00%,EUR,0.20,0.40,70.00%,70.00%,0.00,0,0,0.00%
πηγεσ αχεροντα πεζοπορια,Exact match,Added,15,46,32.61%,EUR,0.30,4.57,75.61%,78.05%,0.00,0,0,0.00%
πηγεσ αχεροντα πωσ παω,Broad match,None,0,13,0.00%,EUR,0,0.00,15.38%,30.77%,0.00,0,0,0
πηγεσ αχεροντα ραφτινγκ,Exact match,Added,23,63,36.51%,EUR,0.17,4.02,78.33%,90.00%,0.00,0,0,0.00%
πηγέσ αχέροντα στενά,Broad match,None,0,3,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
πηγέσ αχέροντα στενά αχέροντα σκάλα τζαβέλαινασ δ πάργασ vouvopotamos,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
πηγεσ αχεροντα ταβερνα,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
πηγεσ αχεροντα τι να δω,Broad match,None,2,18,11.11%,EUR,0.20,0.40,33.33%,38.89%,0.00,0,0,0.00%
πηγεσ αχεροντα φαγητο,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
πηγεσ αχεροντα χαρτησ,Broad match,None,15,153,9.80%,EUR,0.10,1.50,10.00%,10.00%,0.00,0,0,0.00%
πηγεσ αχεροντασ,Broad match,None,2,23,8.70%,EUR,0.20,0.40,42.86%,57.14%,0.00,0,0,0.00%
πηγέσ αχέροντασ,Broad match,None,1,7,14.29%,EUR,0.04,0.04,50.00%,100.00%,0.00,0,0,0.00%
πηγεσ αχερωντα,Broad match,None,10,53,18.87%,EUR,0.20,2.00,57.58%,72.73%,0.00,0,0,0.00%
πηγέσ αχερωντα,Broad match,None,0,3,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
πηγέσ αχέρωντα,Broad match,None,0,2,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
πηγεσ του αχεροντα,Broad match,None,1,31,3.23%,EUR,0.19,0.19,41.18%,58.82%,0.00,0,0,0.00%
πηγεσ του αχέροντα,Broad match,None,0,2,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
πηγέσ του αχέροντα,Broad match,None,2,9,22.22%,EUR,0.01,0.02,100.00%,100.00%,0.00,0,0,0.00%
πηγεσ του αχερωντα,Broad match,None,0,3,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
πηγεσαχεροντα,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
ποταμι αχεροντασ,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
ποταμο αχεροντα,Broad match,None,1,6,16.67%,EUR,0.19,0.19,50.00%,66.67%,0.00,0,0,0.00%
ποταμό αχέροντα,Broad match,None,0,2,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
ποταμοσ αχεροντα,Broad match,None,1,6,16.67%,EUR,0.20,0.20,16.67%,50.00%,0.00,0,0,0.00%
ποταμοσ αχεροντασ,Broad match,None,40,341,11.73%,EUR,0.20,7.93,26.42%,69.90%,0.00,0,0,0.00%
ποταμοσ αχέροντασ,Broad match,None,1,7,14.29%,EUR,0.20,0.20,66.67%,66.67%,0.00,0,0,0.00%
ποταμόσ αχέροντασ,Broad match,None,10,66,15.15%,EUR,0.17,1.67,33.96%,50.94%,0.00,0,0,0.00%
ποταμοσ αχεροντασ γλυκη,Broad match,None,0,2,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
ποταμοσ αχεροντασ δραστηριοτητεσ,Phrase match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
ποταμοσ αχεροντασ δραστηριοτητεσ,Broad match,None,0,3,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
ποταμοσ αχεροντασ δραστηριοτητεσ,Broad match,None,36,90,40.00%,EUR,0.18,6.62,82.22%,83.33%,0.00,0,0,0.00%
πρεβεζα πηγεσ αχεροντα αποσταση,Broad match,None,1,2,50.00%,EUR,0.20,0.20,0.00%,0.00%,0.00,0,0,0.00%
ραφτινγκ αχεροντασ,Broad match,None,1,5,20.00%,EUR,0.07,0.07,20.00%,100.00%,0.00,0,0,0.00%
ραφτινγκ αχεροντασ,Broad match,None,59,220,26.82%,EUR,0.20,11.80,67.63%,90.17%,0.00,0,0,0.00%
ραφτινγκ αχεροντασ,Phrase match (close variant),None,8,46,17.39%,EUR,0.18,1.46,67.57%,83.78%,0.00,0,0,0.00%
ράφτινγκ αχεροντασ,Broad match,None,5,16,31.25%,EUR,0.23,1.13,46.67%,80.00%,0.00,0,0,0.00%
ράφτινγκ αχεροντασ,Phrase match (close variant),None,5,15,33.33%,EUR,0.20,1.00,53.33%,86.67%,0.00,0,0,0.00%
ράφτινγκ αχέροντασ,Broad match,None,0,3,0.00%,EUR,0,0.00,33.33%,33.33%,0.00,0,0,0
ράφτινγκ αχέροντασ,Broad match,None,11,51,21.57%,EUR,0.22,2.46,79.41%,91.18%,0.00,0,0,0.00%
ράφτινγκ αχέροντασ,Phrase match (close variant),None,0,3,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
ράφτινγκ αχέροντασ,Phrase match (close variant),None,13,64,20.31%,EUR,0.19,2.52,78.72%,89.36%,0.00,0,0,0.00%
ραφτινγκ αχεροντασ τιμεσ,Phrase match (close variant),None,2,3,66.67%,EUR,0.20,0.40,100.00%,100.00%,0.00,0,0,0.00%
ραφτινγκ πηγεσ αχεροντα,Phrase match (close variant),None,2,5,40.00%,EUR,0.20,0.40,80.00%,80.00%,0.00,0,0,0.00%
ραφτινγκ στον αχεροντα,Exact match,Added,11,33,33.33%,EUR,0.17,1.88,62.07%,72.41%,0.00,0,0,0.00%
ραφτινγκ στον αχεροντα,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
ράφτινγκ στον αχέροντα,Broad match,None,11,43,25.58%,EUR,0.20,2.15,64.71%,85.29%,0.00,0,0,0.00%
ράφτινγκ στον αχέροντα,Exact match (close variant),None,2,5,40.00%,EUR,1.05,2.09,100.00%,100.00%,0.00,0,0,0.00%
ράφτινγκ στον αχέροντα,Phrase match (close variant),None,16,44,36.36%,EUR,0.20,3.15,76.92%,92.31%,0.00,0,0,0.00%
ραφτινγκ στον αχεροντα τιμη,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
στενα αχεροντα,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
φαραγγι αχεροντα,Broad match,None,1,31,3.23%,EUR,0.19,0.19,40.00%,40.00%,0.00,0,0,0.00%
активности у парга,Broad match,None,0,14,0.00%,EUR,0,0.00,57.14%,64.29%,0.00,0,0,0
